municipio,icms_25_por_cento,icms_liquido,ipi_25_por_cento,ipi_liquido,ipva_50_por_cento,ipva_liquido,mes_competencia,ano_competencia
NOVA OLINDA,"534016,81","427213,45","1664,51","1331,61","40174,99","32139,99",Maio,2017
NOVA RUSSAS,"403669,87","322935,9","1258,23","1006,58","88067,29","70453,83",Maio,2017
NOVO ORIENTE,"486193,29","388954,63","1515,45","1212,36","65454,81","52363,85",Maio,2017
OCARA,"331380,22","265104,18","1032,9","826,32","42920,17","34336,14",Maio,2017
OROS,"193372,59","154698,07","602,74","482,19","71432,87","57146,3",Maio,2017
GRANJA,"388295,71","310636,57","1210,31","968,25","78590,12","62872,1",Maio,2017
PACAJUS,"1410539,27","1128431,42","4396,61","3517,29","273326,65","218661,32",Maio,2017
PACATUBA,"2448641,91","1958913,53","7632,34","6105,87","194556,2","155644,96",Maio,2017
PACOTI,"214788,5","171830,8","669,49","535,59","28950,36","23160,29",Maio,2017
PACUJA,"373422,1","298737,68","1163,95","931,16","11786,66","9429,33",Maio,2017
PALHANO,"232254,75","185803,8","723,93","579,14","25923,2","20738,56",Maio,2017
PALMACIA,"230557,6","184446,08","718,64","574,91","19224,92","15379,94",Maio,2017
PARACURU,"1178270,84","942616,67","3672,63","2938,1","117024,27","93619,42",Maio,2017
PARAIPABA,"620964,99","496771,99","1935,53","1548,42","82230,56","65784,45",Maio,2017
PARAMBU,"268861,01","215088,81","838,03","670,42","56880,85","45504,68",Maio,2017
PARAMOTI,"215107,19","172085,75","670,48","536,38","14681,77","11745,42",Maio,2017
PEDRA BRANCA,"473319,89","378655,91","1475,32","1180,26","104067,71","83254,17",Maio,2017
PENAFORTE,"427082,07","341665,66","1331,2","1064,96","26920,75","21536,6",Maio,2017
PENTECOSTE,"586959,22","469567,38","1829,53","1463,62","75600,76","60480,61",Maio,2017
PEREIRO,"245300,21","196240,17","764,59","611,67","41302,7","33042,16",Maio,2017
PINDORETAMA,"379323,04","303458,43","1182,34","945,87","67885,94","54308,75",Maio,2017
PIQUET CARNEIRO,"364255,85","291404,68","1135,37","908,3","24476,24","19580,99",Maio,2017
PIRES FERREIRA,"426816,15","341452,92","1330,37","1064,3","14182,16","11345,73",Maio,2017
PORANGA,"414810,9","331848,72","1292,95","1034,36","23873,82","19099,06",Maio,2017
PORTEIRAS,"343117,61","274494,09","1069,49","855,59","37395,76","29916,61",Maio,2017
POTENGI,"245992,36","196793,89","766,75","613,4","19048,52","15238,82",Maio,2017
POTIRETAMA,"322253,11","257802,49","1004,45","803,56","11815,97","9452,78",Maio,2017
QUITERIANOPOLIS,"347106,35","277685,08","1081,92","865,54","37317,52","29854,02",Maio,2017
QUIXADA,"712386,75","569909,4","2220,49","1776,39","387522,34","310017,87",Maio,2017
QUIXELO,"217604,05","174083,24","678,27","542,62","34515,82","27612,66",Maio,2017
QUIXERAMOBIM,"864075,3","691260,24","2693,3","2154,64","206497,02","165197,62",Maio,2017
QUIXERE,"654145,61","523316,49","2038,95","1631,16","55890,8","44712,64",Maio,2017
REDENCAO,"275583,19","220466,55","858,98","687,18","77016,65","61613,32",Maio,2017
RERIUTABA,"465002,26","372001,81","1449,4","1159,52","41031,35","32825,08",Maio,2017
RUSSAS,"1160358,72","928286,98","3616,8","2893,44","321390,99","257112,79",Maio,2017
SABOEIRO,"288188,7","230550,96","898,28","718,62","27407,52","21926,02",Maio,2017
SALITRE,"247374,72","197899,78","771,06","616,85","19644,75","15715,8",Maio,2017
SANTA QUITERIA,"553078,59","442462,87","1723,93","1379,14","100201,22","80160,98",Maio,2017
SANTANA DO,"223786,55","179029,24","697,54","558,03","45022,69","36018,15",Maio,2017
SANTANA DO CARIRI,"370023,86","296019,09","1153,35","922,68","21774,29","17419,43",Maio,2017
SAO BENEDITO,"417800,47","334240,38","1302,27","1041,82","170030,39","136024,31",Maio,2017
SAO GONCALO DO,"4102375,56","3281900,45","12786,98","10229,58","199848,32","159878,66",Maio,2017
SAO JOAO DO,"315749,95","252599,96","984,18","787,34","20036,32","16029,06",Maio,2017
SAO LUIS DO CURU,"251011,51","200809,21","782,4","625,92","22911,6","18329,28",Maio,2017
SENADOR POMPEU,"539401,59","431521,27","1681,3","1345,04","55170,05","44136,04",Maio,2017
SENADOR SA,"326042,41","260833,93","1016,26","813,01","9760,1","7808,08",Maio,2017
SOBRAL,"7217995,42","5774396,34","22498,27","17998,62","1279190,2","1023352,16",Maio,2017
SOLONOPOLE,"336108,04","268886,43","1047,64","838,11","51007,29","40805,83",Maio,2017
TABULEIRO DO,"454367,62","363494,1","1416,25",1133,"117297,64","93838,11",Maio,2017
TAMBORIL,"309784,46","247827,57","965,59","772,47","46678,71","37342,97",Maio,2017
TARRAFAS,"262889,65","210311,72","819,42","655,54","18441,76","14753,41",Maio,2017
TAUA,"579654,4","463723,52","1806,77","1445,42","217605,52","174084,42",Maio,2017
TEJUCUOCA,"189837,51","151870,01","591,72","473,38","20355,64","16284,51",Maio,2017
TIANGUA,"967545,35","774036,28","3015,81","2412,65","420108,26","336086,61",Maio,2017
TRAIRI,"1057473,34","845978,67","3296,11","2636,89","97297,99","77838,39",Maio,2017
TURURU,"429682,54","343746,03","1339,31","1071,45","25554,42","20443,54",Maio,2017
UBAJARA,"546119,84","436895,87","1702,24","1361,79","104292,67","83434,14",Maio,2017
UMARI,"253363,69","202690,95","789,73","631,78","10115,71","8092,57",Maio,2017
UMIRIM,"255803,81","204643,05","797,33","637,86","25461,56","20369,25",Maio,2017
URUBURETAMA,"396975,07","317580,06","1237,36","989,89","27883,77","22307,02",Maio,2017
URUOCA,"431033,61","344826,89","1343,52","1074,82","22235,57","17788,46",Maio,2017
VARJOTA,"472144,79","377715,83","1471,66","1177,33","71971,27","57577,02",Maio,2017
VARZEA ALEGRE,"379461,86","303569,49","1182,77","946,22","116153,3","92922,64",Maio,2017
VICOSA DO CEARA,"361970,17","289576,14","1128,25","902,6","112221,56","89777,25",Maio,2017
ABAIARA,"123987,21","99189,77","602,19","481,75","16912,41","13529,93",Maio,2018
ACARAPE,"401961,07","321568,86","1952,29","1561,83","34199,74","27359,79",Maio,2018
ACARAU,"1020026,99","816021,59","4954,18","3963,34","183523,54","146818,83",Maio,2018
ACOPIARA,"458671,77","366937,42","2227,73","1782,18","131571,72","105257,38",Maio,2018
AIUABA,"362785,17","290228,14","1762,02","1409,62","18170,67","14536,54",Maio,2018
ALCANTARAS,"344668,19","275734,55","1674,02","1339,22","28001,6","22401,28",Maio,2018
ALTANEIRA,"313054,41","250443,53","1520,48","1216,38","16960,04","13568,03",Maio,2018
ALTO SANTO,"321608,99","257287,19","1562,03","1249,62","38015,5","30412,4",Maio,2018
AMONTADA,"756129,94","604903,95","3672,46","2937,97","64232,01","51385,61",Maio,2018
ANTONINA DO,"459708,26","367766,61","2232,76","1786,21","15830,02","12664,02",Maio,2018
APUIARES,"363398,24","290718,59","1764,99","1411,99","22764,79","18211,83",Maio,2018
AQUIRAZ,"4692936,21","3754348,97","22793,18","18234,54","340778,86","272623,09",Maio,2018
ARACATI,"2311658,8","1849327,04","11227,52","8982,02","290021,95","232017,56",Maio,2018
ARACOIABA,"312359,74","249887,79","1517,1","1213,68","53900,5","43120,4",Maio,2018
ARARENDA,"504172,61","403338,09","2448,72","1958,98","18891,09","15112,87",Maio,2018
ARARIPE,"322982,92","258386,34","1568,7","1254,96","37108,02","29686,42",Maio,2018
ARATUBA,"256092,32","204873,86","1243,82","995,06","28267,76","22614,21",Maio,2018
ARNEIROZ,"302854,65","242283,72","1470,94","1176,75","13306,24","10644,99",Maio,2018
ASSARE,"319061,82","255249,46","1549,66","1239,73","54111,15","43288,92",Maio,2018
AURORA,"337302,29","269841,83","1638,25","1310,6","48616,22","38892,98",Maio,2018
BAIXIO,"373558,31","298846,65","1814,34","1451,47","11628,32","9302,66",Maio,2018
BANABUIU,"331899,17","265519,34",1612,"1289,6","43219,89","34575,91",Maio,2018
BARBALHA,"1318157,79","1054526,23","6402,18","5121,74","254855,42","203884,34",Maio,2018
BARREIRA,"390826,22","312660,98","1898,21","1518,57","55795,71","44636,57",Maio,2018
BARRO,"293777,44","235021,95","1426,85","1141,48","47634,47","38107,58",Maio,2018
BARROQUINHA,"339690,71","271752,57","1649,85","1319,88","22434,9","17947,92",Maio,2018
BATURITE,"383222,17","306577,74","1861,28","1489,02","104030,72","83224,58",Maio,2018
BEBERIBE,"913025,41","730420,33","4434,48","3547,58","142028,67","113622,94",Maio,2018
BELA CRUZ,"304078,64","243262,91","1476,88","1181,5","75301,76","60241,41",Maio,2018
BOA VIAGEM,"350847,57","280678,06","1704,04","1363,23","147557,94","118046,35",Maio,2018
BREJO SANTO,"854462,24","683569,79","4150,05","3320,04","252644,37","202115,5",Maio,2018
CAMOCIM,"1099757,19","879805,75","5341,42","4273,14","179282,52","143426,02",Maio,2018
CAMPOS SALES,"404159,82","323327,86","1962,97","1570,38","70930,36","56744,29",Maio,2018
CANINDE,"502337,76","401870,21","2439,81","1951,85","247226,8","197781,44",Maio,2018
CAPISTRANO,"349500,11","279600,09","1697,49","1357,99","37942,65","30354,12",Maio,2018
CARIDADE,"348501,09","278800,87","1692,64","1354,11","35394,22","28315,38",Maio,2018
CARIRE,"549572,04","439657,63","2669,22","2135,38","38852,5",31082,Maio,2018
CARIRIACU,"316702,09","253361,67","1538,19","1230,55","59461,04","47568,83",Maio,2018
CARIUS,"229875,06","183900,05","1116,48","893,18","31580,27","25264,22",Maio,2018
CARNAUBAL,"256967,86","205574,29","1248,07","998,46","36078,56","28862,85",Maio,2018
CASCAVEL,"1289609,49","1031687,59","6263,52","5010,82","245301,17","196240,94",Maio,2018
CATARINA,"240769,54","192615,63","1169,4","935,52","33219,19","26575,35",Maio,2018
CATUNDA,"293448,84","234759,07","1425,26","1140,21","19290,92","15432,74",Maio,2018
CAUCAIA,"7369693,57","5895754,86","35793,95","28635,16","1465803,82","1172643,06",Maio,2018
CEDRO,"358857,42","287085,94","1742,94","1394,35","63366,01","50692,81",Maio,2018
CHAVAL,"266640,55","213312,44","1295,05","1036,04","12550,26","10040,21",Maio,2018
CHORO,"290323,86","232259,09","1410,08","1128,06","20516,29","16413,03",Maio,2018
CHOROZINHO,"336307,69","269046,15","1633,42","1306,74","60881,56","48705,25",Maio,2018
COREAU,"311845,9","249476,72","1514,61","1211,69","45844,52","36675,62",Maio,2018
CRATEUS,"668125,26","534500,21","3245,03","2596,02","312639,15","250111,32",Maio,2018
CRATO,"1782056,21","1425644,97","8655,29","6924,23","765630,41","612504,33",Maio,2018
CROATA,"363190,94","290552,75","1763,99","1411,19","32359,5","25887,6",Maio,2018
CRUZ,"536774,36","429419,49","2607,07","2085,66","117542,62","94034,1",Maio,2018
DEPUTADO IRAPUAN,"402772,62","322218,1","1956,23","1564,98","17014,9","13611,92",Maio,2018
ERERE,"436161,7","348929,36","2118,4","1694,72","8076,77","6461,42",Maio,2018
EUSEBIO,5357749,"4286199,2","26022,11","20817,69","813071,27","650457,02",Maio,2018
FARIAS BRITO,"493672,95","394938,36","2397,73","1918,18","44995,1","35996,08",Maio,2018
FORQUILHA,"441297,99","353038,39","2143,35","1714,68","68049,17","54439,34",Maio,2018
FORTALEZA,"77247533,64","61798026,91","375184,44","300147,55","27873224,39","22298579,51",Maio,2018
FORTIM,"407869,24","326295,39","1980,98","1584,78","49632,24","39705,79",Maio,2018
FRECHEIRINHA,"717736,9","574189,52","3485,98","2788,78","36296,57","29037,26",Maio,2018
GENERAL SAMPAIO,"330767,81","264614,25","1606,51","1285,21","9597,49","7677,99",Maio,2018
GRACA,"352201,66","281761,33","1710,61","1368,49","20747,8","16598,24",Maio,2018
GRANJEIRO,"245835,24","196668,19",1194,"955,2","7928,82","6343,06",Maio,2018
GROAIRAS,"417634,5","334107,6","2028,41","1622,73","40557,5",32446,Maio,2018
GUAIUBA,"333392,21","266713,77","1619,26","1295,41","48405,91","38724,73",Maio,2018
GUARACIABA,"486342,34","389073,87","2362,12","1889,7","170552,76","136442,21",Maio,2018
GUARAMIRANGA,"322114,01","257691,21","1564,48","1251,58","22324,51","17859,61",Maio,2018
HIDROLANDIA,"315791,25",252633,"1533,77","1227,02","31746,21","25396,97",Maio,2018
HORIZONTE,"3100577,9","2480462,32","15059,23","12047,38","267358,95","213887,16",Maio,2018
IBARETAMA,"176269,55","141015,64","856,13","684,9","23083,07","18466,46",Maio,2018
IBIAPINA,"288563,97","230851,18","1401,53","1121,22","68261,76","54609,41",Maio,2018
IBICUITINGA,"203267,49","162613,99","987,25","789,8","23822,37","19057,9",Maio,2018
ICAPUI,"1063913,55","851130,84","5167,33","4133,86","54712,69","43770,15",Maio,2018
ICO,"465803,87","372643,1","2262,37","1809,9","186462,8","149170,24",Maio,2018
IGUATU,"1425593,81","1140475,05","6923,98","5539,18","603063,04","482450,43",Maio,2018
INDEPENDENCIA,"421242,47","336993,98","2045,94","1636,75","72764,4","58211,52",Maio,2018
IPAPORANGA,"484635,36","387708,29","2353,83","1883,06","17879,89","14303,91",Maio,2018
IPAUMIRIM,"204478,21","163582,57","993,13","794,5","49906,07","39924,86",Maio,2018
IPU,"526018,86","420815,09","2554,83","2043,86","130189,5","104151,6",Maio,2018
IPUEIRAS,"445135,29","356108,23","2161,98","1729,58","72532,95","58026,36",Maio,2018
IRACEMA,"351890,71","281512,57","1709,1","1367,28","41414,86","33131,89",Maio,2018
IRAUCUBA,"385925,95","308740,76","1874,41","1499,53","40153,49","32122,79",Maio,2018
ITAICABA,"394837,77","315870,22","1917,69","1534,15","17419,97","13935,98",Maio,2018
ITAITINGA,"596793,07","477434,46","2898,57","2318,86","171132,89","136906,31",Maio,2018
ITAPAGE,"608876,21","487100,97","2957,26","2365,81","125229,96","100183,97",Maio,2018
ITAPIPOCA,"1232698,12","986158,5","5987,11","4789,69","371278,74","297022,99",Maio,2018
ITAPIUNA,251675,201340,"1222,36","977,89","26264,94","21011,95",Maio,2018
ITAREMA,"687946,99","550357,59","3341,3","2673,04","105551,1","84440,88",Maio,2018
ITATIRA,"397541,56","318033,25","1930,82","1544,66","34793,55","27834,84",Maio,2018
JAGUARETAMA,"299910,51","239928,41","1456,64","1165,31","42016,77","33613,42",Maio,2018
JAGUARIBARA,"329296,86","263437,49","1599,37","1279,5","39164,4","31331,52",Maio,2018
JAGUARIBE,"594887,66","475910,13","2889,32","2311,46","155095,39","124076,31",Maio,2018
JAGUARUANA,"612234,96","489787,97","2973,57","2378,86","95479,3","76383,44",Maio,2018
JARDIM,"254444,94","203555,95","1235,82","988,66","62729,42","50183,54",Maio,2018
JATI,"428451,81","342761,45","2080,95","1664,76","22486,91","17989,53",Maio,2018
JIJOCA DE,"678227,99","542582,39","3294,09","2635,27","128270,66","102616,53",Maio,2018
JUAZEIRO DO NORTE,"4200350,51","3360280,41","20400,73","16320,58","1773721,27","1418977,02",Maio,2018
JUCAS,"444550,89","355640,71","2159,14","1727,31","58139,29","46511,43",Maio,2018
LAVRAS DA,"268003,45","214402,76","1301,67","1041,34","65941,39","52753,11",Maio,2018
LIMOEIRO DO NORTE,"1035689,42","828551,54","5030,25","4024,2","295937,84","236750,27",Maio,2018
MADALENA,"208553,74","166842,99","1012,93","810,34","31587,32","25269,86",Maio,2018
MARACANAU,"16624700,24","13299760,19","80744,7","64595,76","1165406,4","932325,12",Maio,2018
MARANGUAPE,"1924464,76","1539571,81","9346,96","7477,57","386965,02","309572,02",Maio,2018
MARCO,"468185,65","374548,52","2273,94","1819,15","81300,35","65040,28",Maio,2018
MARTINOPOLE,"257684,6","206147,68","1251,55","1001,24","13768,24","11014,59",Maio,2018
MASSAPE,"419026,11","335220,89","2035,17","1628,14","67678,62","54142,9",Maio,2018
MAURITI,"442974,02","354379,22","2151,49","1721,19","97020,92","77616,74",Maio,2018
MERUOCA,"426777,92","341422,34","2072,82","1658,26","36392,12","29113,7",Maio,2018
MILAGRES,"335915,14","268732,11","1631,51","1305,21","69231,34","55385,07",Maio,2018
MILHA,"480650,31","384520,25","2334,48","1867,58","40428,75",32343,Maio,2018
MIRAIMA,"199260,37","159408,3","967,79","774,23","15179,12","12143,3",Maio,2018
MISSAO VELHA,"395640,52","316512,42","1921,59","1537,27","108260,62","86608,5",Maio,2018
MOMBACA,"400082,12","320065,7","1943,16","1554,53","92651,37","74121,1",Maio,2018
MONSENHOR,"367120,91","293696,73","1783,07","1426,46","41445,99","33156,79",Maio,2018
MORADA NOVA,"1352232,7","1081786,16","6567,67","5254,14","179638,17","143710,54",Maio,2018
MORAUJO,"306661,11","245328,89","1489,43","1191,54","14505,71","11604,57",Maio,2018
MORRINHOS,"423491,94","338793,55","2056,86","1645,49","31919,76","25535,81",Maio,2018
MUCAMBO,"297777,94","238222,35","1446,28","1157,02","30775,94","24620,75",Maio,2018
MULUNGU,"252764,45","202211,56","1227,65","982,12","26447,97","21158,38",Maio,2018
NOVA OLINDA,"342685,55","274148,44","1664,39","1331,51","36942,57","29554,06",Maio,2018
NOVA RUSSAS,"387985,75","310388,6","1884,41","1507,53","102007,17","81605,74",Maio,2018
NOVO ORIENTE,"450895,69","360716,55","2189,96","1751,97","70176,72","56141,38",Maio,2018
OCARA,"372501,94","298001,55","1809,21","1447,37","43182,94","34546,35",Maio,2018
OROS,"278000,3","222400,24","1350,22","1080,18","66284,64","53027,71",Maio,2018
GRANJA,"512764,7","410211,76","2490,45","1992,36","79019,95","63215,96",Maio,2018
PACAJUS,"1537663,31","1230130,65","7468,29","5974,63","259097,24","207277,79",Maio,2018
